Lead_ID,Name,Lead_Date,Ad_Campaign_Name,Ad_Set_Name,Ad_Spend,Impressions,Clicks,CTR (%),CPC,Form_Submit_Time,Lead_Source,Age,Gender,Location,Treatment_Interest,Preferred_Slot,Response_Time (mins),No_of_Followups,Engagement_Score,Consent_Status,Appointment_Booked,Appointment_Date,Created_Week
LEAD_1010,Samuel Heath,2025-01-22,SmileCare_Promo,Youngsters_Fitness,524.99,3273,44,1.34,11.93,2025-01-22 14:30:00,Facebook,44,Male,Delhi,Skin,Afternoon,105,3,40,True,1,2025-01-28 00:00:00,4
LEAD_1011,Penny Moran,2025-01-23,HairRevive_Offer,GeneralAudience,199.8,706,24,3.4,8.33,2025-01-23 09:23:00,Facebook,49,Other,Mumbai,Dental,Afternoon,128,5,90,True,0,0,4
LEAD_1012,Dr. Tina Williams MD,2025-01-18,HairRevive_Offer,Men_30plus,643.98,2257,160,7.09,4.02,2025-01-18 21:06:00,Facebook,39,Other,Mumbai,Skin,Evening,147,3,68,True,1,2025-01-21 00:00:00,3
LEAD_1013,Kelly Weber,2025-01-16,SmileCare_Promo,Retarget_OldLeads,366.07,3229,54,1.67,6.78,2025-01-16 22:34:00,Facebook,45,Other,Delhi,Dental,Afternoon,138,4,67,True,0,0,3
LEAD_1014,Herbert Cross,2025-01-23,Wellness_Boost,Youngsters_Fitness,199.05,3802,199,5.23,1.0,2025-01-23 23:02:00,Facebook,23,Other,Bangalore,Dental,Evening,125,3,96,True,0,0,4
LEAD_1015,Cheryl Johnson,2025-01-22,HairRevive_Offer,Target_Women_25_45,723.19,4913,174,3.54,4.16,2025-01-22 18:56:00,Facebook,29,Male,Ranchi,Hair,Afternoon,238,4,63,True,1,2025-01-23 00:00:00,4
LEAD_1016,Benjamin Brown,2025-01-21,HairRevive_Offer,Target_Women_25_45,370.79,3957,140,3.54,2.65,2025-01-21 14:14:00,Facebook,54,Male,Bangalore,Hair,Morning,117,1,98,True,0,0,4
LEAD_1017,Brett Hinton,2025-01-15,Wellness_Boost,GeneralAudience,230.41,3974,135,3.4,1.71,2025-01-15 03:22:00,Facebook,34,Other,Kolkata,Dental,Afternoon,176,2,71,True,0,0,3
LEAD_1018,Nancy Williams,2025-01-20,SmileCare_Promo,Men_30plus,669.08,2827,78,2.76,8.58,2025-01-20 22:29:00,Facebook,33,Other,Bangalore,Hair,Evening,202,3,87,True,1,2025-01-23 00:00:00,4
LEAD_1019,Kayla Johnson,2025-01-17,DentalCare_2025,GeneralAudience,298.22,1159,196,16.91,1.52,2025-01-17 15:28:00,Facebook,57,Other,Kolkata,Hair,Morning,94,3,58,True,1,2025-01-18 00:00:00,3
LEAD_1020,Diana Banks,2025-01-21,SmileCare_Promo,Retarget_OldLeads,223.77,2885,113,3.92,1.98,2025-01-21 22:01:00,Facebook,52,Female,Ranchi,Skin,Morning,224,1,64,True,0,0,4
LEAD_1021,Karen Willis,2025-01-21,SmileCare_Promo,Men_30plus,334.75,1123,69,6.14,4.85,2025-01-21 00:08:00,Facebook,58,Other,Kolkata,Skin,Afternoon,133,4,44,True,0,0,4
LEAD_1022,Katie Johnson,2025-01-17,Wellness_Boost,Retarget_OldLeads,862.0,2182,57,2.61,15.12,2025-01-17 01:43:00,Facebook,37,Female,Bangalore,Hair,Evening,152,1,63,True,0,0,3
LEAD_1023,Jennifer Wells,2025-01-17,SkinGlow_AdSet,Target_Women_25_45,976.3,3683,108,2.93,9.04,2025-01-17 02:40:00,Facebook,21,Other,Bangalore,Hair,Evening,150,2,41,True,0,0,3
LEAD_1024,Christopher Jensen,2025-01-15,HairRevive_Offer,Target_Women_25_45,260.94,4993,30,0.6,8.7,2025-01-15 15:54:00,Facebook,39,Female,Kolkata,Dental,Afternoon,132,3,56,True,0,0,3
LEAD_1025,John Jones,2025-01-21,SkinGlow_AdSet,Youngsters_Fitness,975.71,1545,167,10.81,5.84,2025-01-21 21:40:00,Facebook,47,Other,Delhi,Skin,Evening,113,3,93,True,0,0,4
LEAD_1026,Neil Fuentes,2025-01-15,HairRevive_Offer,Retarget_OldLeads,549.27,1459,70,4.8,7.85,2025-01-15 02:37:00,Facebook,46,Other,Delhi,Dental,Afternoon,8,3,88,True,0,0,3
LEAD_1027,Amanda Vega,2025-01-19,SmileCare_Promo,Retarget_OldLeads,772.95,3065,108,3.52,7.16,2025-01-19 11:39:00,Facebook,50,Other,Ranchi,Hair,Afternoon,41,5,88,True,0,0,3
LEAD_1028,Thomas Potts,2025-01-18,SkinGlow_AdSet,Target_Women_25_45,866.02,690,169,24.49,5.12,2025-01-18 22:26:00,Facebook,57,Female,Mumbai,Dental,Morning,71,2,64,True,0,0,3
LEAD_1029,Heidi Black,2025-01-22,SmileCare_Promo,Retarget_OldLeads,422.78,4514,95,2.1,4.45,2025-01-22 23:36:00,Facebook,60,Male,Ranchi,Wellness,Morning,131,3,81,True,0,0,4
LEAD_1030,Joshua Reynolds,2025-01-20,DentalCare_2025,Men_30plus,829.1,3306,35,1.06,23.69,2025-01-20 11:24:00,Facebook,37,Male,Kolkata,Dental,Afternoon,157,5,99,True,0,0,4
LEAD_1031,Juan Herrera,2025-01-15,DentalCare_2025,Retarget_OldLeads,145.69,4347,153,3.52,0.95,2025-01-15 14:13:00,Facebook,42,Female,Delhi,Dental,Evening,119,4,73,True,0,0,3
LEAD_1032,William Harris,2025-01-20,HairRevive_Offer,GeneralAudience,840.34,2215,179,8.08,4.69,2025-01-20 16:43:00,Facebook,61,Other,Mumbai,Wellness,Evening,58,3,99,True,0,0,4
LEAD_1033,Anna Daniel,2025-01-19,Wellness_Boost,Target_Women_25_45,470.22,1376,125,9.08,3.76,2025-01-19 10:35:00,Facebook,59,Male,Delhi,Skin,Afternoon,103,4,55,False,0,0,3
LEAD_1034,Mr. John Holt,2025-01-17,SkinGlow_AdSet,Retarget_OldLeads,490.17,619,72,11.63,6.81,2025-01-17 16:52:00,Facebook,18,Other,Delhi,Dental,Morning,62,2,76,True,1,2025-01-18 00:00:00,3
LEAD_1035,Michael Acosta,2025-01-15,SkinGlow_AdSet,Target_Women_25_45,594.3,3349,105,3.14,5.66,2025-01-15 20:12:00,Facebook,56,Male,Ranchi,Skin,Afternoon,52,1,79,True,0,0,3
LEAD_1036,Wendy Jones,2025-01-19,SkinGlow_AdSet,Retarget_OldLeads,609.43,2794,85,3.04,7.17,2025-01-19 17:50:00,Facebook,47,Male,Mumbai,Wellness,Morning,183,5,61,True,1,2025-01-24 00:00:00,3
LEAD_1037,Jennifer Pierce,2025-01-18,DentalCare_2025,Men_30plus,826.22,3459,185,5.35,4.47,2025-01-18 18:43:00,Facebook,51,Other,Bangalore,Wellness,Morning,104,1,69,True,1,2025-01-24 00:00:00,3
LEAD_1038,Chad Calhoun,2025-01-18,Wellness_Boost,GeneralAudience,550.94,4230,195,4.61,2.83,2025-01-18 04:17:00,Facebook,45,Male,Ranchi,Skin,Evening,73,5,43,True,0,0,3
LEAD_1039,Brandon King,2025-01-18,Wellness_Boost,Youngsters_Fitness,449.35,2187,149,6.81,3.02,2025-01-18 21:31:00,Facebook,20,Female,Kolkata,Wellness,Evening,128,1,72,True,0,0,3
LEAD_1040,Donna Martinez,2025-01-15,SkinGlow_AdSet,Target_Women_25_45,276.21,4413,52,1.18,5.31,2025-01-15 00:34:00,Facebook,40,Male,Kolkata,Hair,Morning,145,4,70,True,1,2025-01-17 00:00:00,3
LEAD_1041,Sheila Richards,2025-01-15,SmileCare_Promo,Men_30plus,446.86,4685,17,0.36,26.29,2025-01-15 13:45:00,Facebook,62,Male,Bangalore,Wellness,Morning,206,2,73,True,0,0,3
LEAD_1042,Taylor Clay,2025-01-22,Wellness_Boost,Men_30plus,970.82,1228,30,2.44,32.36,2025-01-22 18:42:00,Facebook,53,Female,Kolkata,Dental,Morning,168,2,76,True,0,0,4
LEAD_1043,John Moran,2025-01-16,Wellness_Boost,Retarget_OldLeads,880.4,2643,161,6.09,5.47,2025-01-16 03:36:00,Facebook,52,Male,Ranchi,Skin,Morning,228,5,51,True,0,0,3
LEAD_1044,John Floyd,2025-01-23,SmileCare_Promo,Men_30plus,546.91,4452,71,1.59,7.7,2025-01-23 20:56:00,Facebook,36,Female,Kolkata,Wellness,Morning,221,5,98,True,1,2025-01-28 00:00:00,4
LEAD_1045,Jason Miles,2025-01-23,Wellness_Boost,Target_Women_25_45,955.06,3002,37,1.23,25.81,2025-01-23 18:42:00,Facebook,29,Male,Kolkata,Skin,Afternoon,132,4,58,True,1,2025-01-28 00:00:00,4
LEAD_1046,Helen Myers,2025-01-23,HairRevive_Offer,GeneralAudience,812.42,3438,62,1.8,13.1,2025-01-23 19:16:00,Facebook,52,Female,Kolkata,Wellness,Morning,61,5,92,True,1,2025-01-25 00:00:00,4
LEAD_1047,Kayla Rosario,2025-01-21,SmileCare_Promo,Youngsters_Fitness,205.36,1232,84,6.82,2.44,2025-01-21 20:53:00,Facebook,24,Male,Ranchi,Skin,Evening,80,1,49,True,0,0,4
LEAD_1048,Shannon Fernandez,2025-01-22,HairRevive_Offer,Target_Women_25_45,735.62,3493,36,1.03,20.43,2025-01-22 23:08:00,Facebook,18,Male,Bangalore,Wellness,Evening,9,5,76,True,0,0,4
LEAD_1049,Hannah Cardenas,2025-01-20,DentalCare_2025,Men_30plus,952.52,999,154,15.42,6.19,2025-01-20 07:24:00,Facebook,61,Male,Bangalore,Skin,Morning,221,5,43,True,0,0,4
LEAD_1050,Nicholas Garza,2025-01-20,SkinGlow_AdSet,Retarget_OldLeads,323.85,2714,100,3.68,3.24,2025-01-20 18:01:00,Facebook,37,Male,Delhi,Wellness,Morning,23,3,84,True,0,0,4
LEAD_1051,Dr. Cathy Phillips,2025-01-22,DentalCare_2025,Men_30plus,769.79,1394,114,8.18,6.75,2025-01-22 20:14:00,Facebook,42,Other,Bangalore,Skin,Evening,135,5,67,False,0,0,4
LEAD_1052,Alexander Olsen,2025-01-22,SkinGlow_AdSet,GeneralAudience,492.7,1428,175,12.25,2.82,2025-01-22 13:34:00,Facebook,38,Other,Bangalore,Hair,Afternoon,62,4,84,False,0,0,4
LEAD_1053,Shannon Little,2025-01-20,SmileCare_Promo,Youngsters_Fitness,598.47,3784,173,4.57,3.46,2025-01-20 23:16:00,Facebook,20,Male,Mumbai,Wellness,Morning,24,1,57,True,1,2025-01-21 00:00:00,4
LEAD_1054,Robert Zimmerman,2025-01-21,HairRevive_Offer,GeneralAudience,901.24,1853,25,1.35,36.05,2025-01-21 11:37:00,Facebook,45,Female,Ranchi,Skin,Afternoon,208,4,92,True,1,2025-01-23 00:00:00,4
LEAD_1055,Marcus Taylor,2025-01-19,DentalCare_2025,Retarget_OldLeads,728.35,4636,164,3.54,4.44,2025-01-19 12:31:00,Facebook,46,Male,Ranchi,Dental,Evening,149,1,72,True,0,0,3
LEAD_1056,Lauren Ruiz,2025-01-17,HairRevive_Offer,Men_30plus,954.82,3824,143,3.74,6.68,2025-01-17 21:14:00,Facebook,62,Female,Ranchi,Dental,Afternoon,201,1,41,True,0,0,3
LEAD_1057,Nathan Armstrong,2025-01-19,HairRevive_Offer,Men_30plus,799.84,1515,42,2.77,19.04,2025-01-19 13:46:00,Facebook,44,Female,Bangalore,Hair,Evening,150,1,50,True,0,0,3
LEAD_1058,Ryan Young,2025-01-15,DentalCare_2025,Target_Women_25_45,133.14,4500,107,2.38,1.24,2025-01-15 11:48:00,Facebook,48,Other,Bangalore,Hair,Evening,133,5,87,True,0,0,3
LEAD_1059,Frank Wright,2025-01-19,SkinGlow_AdSet,Men_30plus,792.09,1960,32,1.63,24.75,2025-01-19 00:00:00,Facebook,62,Female,Ranchi,Skin,Evening,169,2,49,True,1,2025-01-20 00:00:00,3
LEAD_1060,Amy Brown,2025-01-18,DentalCare_2025,Men_30plus,422.35,2323,43,1.85,9.82,2025-01-18 22:09:00,Facebook,29,Female,Mumbai,Dental,Evening,76,2,97,True,0,0,3
LEAD_1061,Lance Williams,2025-01-15,HairRevive_Offer,Men_30plus,179.57,1577,142,9.0,1.26,2025-01-15 20:52:00,Facebook,38,Other,Mumbai,Wellness,Afternoon,61,1,87,True,0,0,3
LEAD_1062,William Lee,2025-01-16,SkinGlow_AdSet,Target_Women_25_45,912.84,2622,188,7.17,4.86,2025-01-16 13:17:00,Facebook,32,Other,Kolkata,Hair,Morning,196,4,73,True,0,0,3
LEAD_1063,Suzanne Rivera,2025-01-17,SkinGlow_AdSet,Youngsters_Fitness,592.7,2517,61,2.42,9.72,2025-01-17 02:12:00,Facebook,46,Male,Mumbai,Dental,Evening,229,4,69,True,0,0,3
LEAD_1064,Mr. Juan Valencia,2025-01-18,Wellness_Boost,Retarget_OldLeads,857.88,637,193,30.3,4.44,2025-01-18 00:52:00,Facebook,19,Other,Kolkata,Skin,Morning,21,4,59,True,0,0,3
LEAD_1065,Brian Price,2025-01-17,SkinGlow_AdSet,Men_30plus,215.24,1260,160,12.7,1.35,2025-01-17 04:40:00,Facebook,20,Other,Ranchi,Hair,Evening,99,3,93,True,1,2025-01-21 00:00:00,3
LEAD_1066,Amanda Alvarado,2025-01-17,DentalCare_2025,Men_30plus,975.8,1166,102,8.75,9.57,2025-01-17 11:21:00,Facebook,39,Female,Delhi,Skin,Afternoon,65,2,90,True,1,2025-01-21 00:00:00,3
LEAD_1067,Kelly Hartman,2025-01-19,HairRevive_Offer,Target_Women_25_45,904.8,1023,99,9.68,9.14,2025-01-19 03:33:00,Facebook,64,Female,Delhi,Dental,Evening,181,2,84,True,1,2025-01-20 00:00:00,3
LEAD_1068,Lisa Vargas,2025-01-22,SkinGlow_AdSet,Youngsters_Fitness,439.56,4702,72,1.53,6.11,2025-01-22 21:16:00,Facebook,32,Other,Kolkata,Dental,Morning,85,2,75,True,0,0,4
LEAD_1069,Monica Lee,2025-01-22,SmileCare_Promo,Men_30plus,432.02,1025,37,3.61,11.68,2025-01-22 17:10:00,Facebook,20,Female,Ranchi,Dental,Evening,220,2,84,True,1,2025-01-25 00:00:00,4
LEAD_1070,Albert Ryan,2025-01-21,HairRevive_Offer,GeneralAudience,578.9,3297,116,3.52,4.99,2025-01-21 08:04:00,Facebook,45,Other,Delhi,Hair,Morning,22,2,77,True,1,2025-01-22 00:00:00,4
LEAD_1071,Matthew Carpenter,2025-01-21,SkinGlow_AdSet,GeneralAudience,290.3,2476,26,1.05,11.17,2025-01-21 23:37:00,Facebook,20,Male,Kolkata,Dental,Morning,222,4,64,True,0,0,4
LEAD_1072,Yvonne Hartman DVM,2025-01-23,Wellness_Boost,Youngsters_Fitness,178.23,2656,155,5.84,1.15,2025-01-23 09:54:00,Facebook,59,Female,Delhi,Dental,Morning,115,2,86,True,0,0,4
LEAD_1073,Lisa Ramirez,2025-01-23,SmileCare_Promo,GeneralAudience,909.68,3160,15,0.47,60.65,2025-01-23 23:20:00,Facebook,50,Female,Mumbai,Skin,Afternoon,68,2,98,True,0,0,4
LEAD_1074,Nathan Jones,2025-01-19,HairRevive_Offer,Retarget_OldLeads,237.57,3209,30,0.93,7.92,2025-01-19 12:38:00,Facebook,20,Female,Bangalore,Hair,Morning,116,4,69,True,1,2025-01-20 00:00:00,3
LEAD_1075,Christopher Rodriguez,2025-01-17,SkinGlow_AdSet,Youngsters_Fitness,727.27,3090,49,1.59,14.84,2025-01-17 00:03:00,Facebook,32,Male,Bangalore,Hair,Morning,156,2,59,False,0,0,3
LEAD_1076,Andrea Garcia,2025-01-20,SkinGlow_AdSet,Retarget_OldLeads,541.67,617,122,19.77,4.44,2025-01-20 17:29:00,Facebook,62,Female,Mumbai,Hair,Afternoon,234,3,96,True,0,0,4
LEAD_1077,Lisa Williams MD,2025-01-19,DentalCare_2025,Retarget_OldLeads,482.89,1641,77,4.69,6.27,2025-01-19 10:53:00,Facebook,55,Male,Kolkata,Dental,Afternoon,229,4,88,True,0,0,3
LEAD_1078,Richard Hays,2025-01-19,SkinGlow_AdSet,GeneralAudience,938.81,2417,148,6.12,6.34,2025-01-19 04:20:00,Facebook,40,Male,Bangalore,Dental,Afternoon,81,3,42,True,1,2025-01-21 00:00:00,3
LEAD_1079,Joseph Mcpherson,2025-01-16,Wellness_Boost,Target_Women_25_45,828.89,2560,177,6.91,4.68,2025-01-16 18:38:00,Facebook,22,Other,Mumbai,Hair,Evening,69,5,48,True,0,0,3
LEAD_1080,Michael Ortiz,2025-01-16,SkinGlow_AdSet,Youngsters_Fitness,757.78,4929,126,2.56,6.01,2025-01-16 22:23:00,Facebook,39,Other,Mumbai,Wellness,Afternoon,141,2,51,True,0,0,3
LEAD_1081,Adriana Jacobs,2025-01-22,Wellness_Boost,Youngsters_Fitness,775.45,4350,114,2.62,6.8,2025-01-22 23:53:00,Facebook,21,Other,Delhi,Dental,Afternoon,64,3,60,True,1,2025-01-28 00:00:00,4
LEAD_1082,Denise Knapp,2025-01-23,Wellness_Boost,Men_30plus,714.68,1565,98,6.26,7.29,2025-01-23 16:32:00,Facebook,42,Other,Bangalore,Hair,Afternoon,76,3,77,True,0,0,4
LEAD_1083,Joseph Coleman,2025-01-15,DentalCare_2025,Target_Women_25_45,915.82,1748,62,3.55,14.77,2025-01-15 09:13:00,Facebook,32,Female,Mumbai,Dental,Afternoon,183,3,45,True,0,0,3
LEAD_1084,Jeffery Jackson,2025-01-15,DentalCare_2025,Retarget_OldLeads,809.74,2535,164,6.47,4.94,2025-01-15 04:48:00,Facebook,21,Other,Mumbai,Wellness,Afternoon,42,1,72,True,0,0,3
LEAD_1085,Katherine Ross,2025-01-20,Wellness_Boost,Men_30plus,544.58,2357,19,0.81,28.66,2025-01-20 03:35:00,Facebook,32,Other,Kolkata,Dental,Evening,78,1,93,True,1,2025-01-24 00:00:00,4
LEAD_1086,Joshua Robinson,2025-01-22,SkinGlow_AdSet,Youngsters_Fitness,468.06,3728,56,1.5,8.36,2025-01-22 21:55:00,Facebook,43,Other,Bangalore,Hair,Morning,177,2,66,True,0,0,4
LEAD_1087,John Moore,2025-01-19,SmileCare_Promo,Youngsters_Fitness,408.27,4606,83,1.8,4.92,2025-01-19 15:57:00,Facebook,35,Male,Delhi,Dental,Morning,138,2,85,True,0,0,3
LEAD_1088,Jose Price,2025-01-23,SkinGlow_AdSet,Men_30plus,633.67,2139,69,3.23,9.18,2025-01-23 18:49:00,Facebook,45,Female,Bangalore,Skin,Afternoon,104,4,44,True,0,0,4
LEAD_1089,Heather Smith,2025-01-23,Wellness_Boost,Retarget_OldLeads,193.82,4646,38,0.82,5.1,2025-01-23 06:59:00,Facebook,40,Male,Kolkata,Wellness,Afternoon,45,3,62,True,1,2025-01-25 00:00:00,4
LEAD_1090,Mary Taylor,2025-01-23,SmileCare_Promo,Men_30plus,380.3,3572,72,2.02,5.28,2025-01-23 05:12:00,Facebook,43,Other,Ranchi,Skin,Afternoon,119,5,86,True,1,2025-01-27 00:00:00,4
LEAD_1091,Valerie Matthews,2025-01-23,SmileCare_Promo,Men_30plus,877.17,1074,34,3.17,25.8,2025-01-23 10:39:00,Facebook,60,Other,Bangalore,Wellness,Morning,42,2,46,True,0,0,4
LEAD_1092,Andrew Wood,2025-01-17,DentalCare_2025,Men_30plus,619.87,1705,161,9.44,3.85,2025-01-17 16:42:00,Facebook,39,Male,Kolkata,Dental,Afternoon,184,5,63,True,0,0,3
LEAD_1093,Mary Arnold,2025-01-16,DentalCare_2025,Retarget_OldLeads,964.96,3620,90,2.49,10.72,2025-01-16 23:03:00,Facebook,24,Other,Mumbai,Wellness,Evening,181,4,93,True,0,0,3
LEAD_1094,Anne Rowe,2025-01-15,DentalCare_2025,GeneralAudience,457.59,2259,150,6.64,3.05,2025-01-15 22:08:00,Facebook,62,Other,Kolkata,Dental,Evening,183,3,95,True,1,2025-01-20 00:00:00,3
LEAD_1095,Emily Nelson,2025-01-22,Wellness_Boost,GeneralAudience,797.97,2565,10,0.39,79.8,2025-01-22 20:45:00,Facebook,55,Female,Delhi,Hair,Evening,179,2,41,True,0,0,4
LEAD_1096,Danielle Rivera,2025-01-17,Wellness_Boost,Men_30plus,167.95,3835,166,4.33,1.01,2025-01-17 01:26:00,Facebook,45,Female,Kolkata,Skin,Evening,135,2,49,True,0,0,3
LEAD_1097,Joshua Adams,2025-01-16,HairRevive_Offer,Men_30plus,467.19,3962,102,2.57,4.58,2025-01-16 05:27:00,Facebook,64,Female,Mumbai,Hair,Evening,61,3,63,True,0,0,3
LEAD_1098,Richard Martinez,2025-01-19,SkinGlow_AdSet,Men_30plus,189.5,4175,17,0.41,11.15,2025-01-19 07:48:00,Facebook,31,Male,Delhi,Wellness,Evening,100,3,55,True,0,0,3
LEAD_1099,Shannon Buckley,2025-01-21,SmileCare_Promo,Men_30plus,669.92,1443,16,1.11,41.87,2025-01-21 21:48:00,Facebook,35,Male,Kolkata,Wellness,Afternoon,165,5,58,True,0,0,4
LEAD_1100,Matthew Smith,2025-01-16,DentalCare_2025,GeneralAudience,662.29,2420,56,2.31,11.83,2025-01-16 04:20:00,Facebook,54,Female,Ranchi,Dental,Afternoon,15,2,41,True,1,2025-01-20 00:00:00,3
LEAD_1101,Adriana Foley,2025-01-20,Wellness_Boost,Retarget_OldLeads,492.51,1779,146,8.21,3.37,2025-01-20 23:07:00,Facebook,41,Other,Ranchi,Wellness,Afternoon,176,3,91,False,0,0,4
LEAD_1102,Jennifer Holland,2025-01-15,SkinGlow_AdSet,Youngsters_Fitness,538.69,3261,167,5.12,3.23,2025-01-15 03:56:00,Facebook,42,Female,Kolkata,Wellness,Evening,219,1,89,True,1,2025-01-17 00:00:00,3
LEAD_1103,Dana Taylor,2025-01-21,DentalCare_2025,Retarget_OldLeads,219.05,1801,13,0.72,16.85,2025-01-21 02:07:00,Facebook,38,Male,Kolkata,Dental,Afternoon,33,5,73,True,1,2025-01-23 00:00:00,4
LEAD_1104,Isaac Flores,2025-01-18,Wellness_Boost,GeneralAudience,160.46,540,175,32.41,0.92,2025-01-18 05:41:00,Facebook,38,Male,Kolkata,Hair,Evening,169,1,77,True,1,2025-01-20 00:00:00,3
LEAD_1105,Veronica Phillips,2025-01-23,Wellness_Boost,Men_30plus,325.66,1145,177,15.46,1.84,2025-01-23 11:41:00,Facebook,63,Female,Delhi,Skin,Afternoon,57,2,84,True,0,0,4
LEAD_1106,Peter Gentry,2025-01-16,DentalCare_2025,Retarget_OldLeads,764.23,3567,63,1.77,12.13,2025-01-16 21:59:00,Facebook,28,Other,Ranchi,Skin,Evening,55,5,75,True,1,2025-01-19 00:00:00,3
LEAD_1107,Rachel Khan,2025-01-18,Wellness_Boost,Men_30plus,367.41,1636,196,11.98,1.87,2025-01-18 01:08:00,Facebook,50,Female,Delhi,Skin,Afternoon,231,2,94,True,0,0,3
LEAD_1108,Dylan Blair,2025-01-18,Wellness_Boost,Youngsters_Fitness,245.81,1250,157,12.56,1.57,2025-01-18 01:12:00,Facebook,26,Male,Kolkata,Hair,Afternoon,239,1,98,True,1,2025-01-20 00:00:00,3
LEAD_1109,William Neal,2025-01-22,Wellness_Boost,Youngsters_Fitness,719.56,1740,70,4.02,10.28,2025-01-22 02:51:00,Facebook,47,Female,Mumbai,Skin,Afternoon,46,1,78,True,1,2025-01-26 00:00:00,4
LEAD_1110,Jennifer Wright,2025-01-20,SkinGlow_AdSet,Retarget_OldLeads,182.42,2822,110,3.9,1.66,2025-01-20 00:11:00,Facebook,33,Male,Mumbai,Dental,Evening,53,5,56,False,0,0,4
LEAD_1111,Kathy Davis,2025-01-22,SkinGlow_AdSet,Target_Women_25_45,675.05,838,17,2.03,39.71,2025-01-22 07:45:00,Facebook,42,Male,Delhi,Dental,Morning,85,5,93,True,0,0,4
LEAD_1112,Teresa Cabrera,2025-01-23,DentalCare_2025,Men_30plus,735.02,546,41,7.51,17.93,2025-01-23 06:30:00,Facebook,31,Male,Delhi,Wellness,Evening,203,1,62,True,0,0,4
LEAD_1113,Vanessa Burns,2025-01-19,SkinGlow_AdSet,Retarget_OldLeads,931.96,4732,124,2.62,7.52,2025-01-19 06:41:00,Facebook,59,Male,Kolkata,Hair,Afternoon,63,5,57,True,1,2025-01-22 00:00:00,3
LEAD_1114,Tracy Mcclain,2025-01-21,SmileCare_Promo,Retarget_OldLeads,307.01,1682,161,9.57,1.91,2025-01-21 16:25:00,Facebook,40,Other,Ranchi,Dental,Afternoon,192,5,73,True,0,0,4
LEAD_1115,Melvin Mcgrath,2025-01-21,SkinGlow_AdSet,Retarget_OldLeads,811.65,4459,13,0.29,62.43,2025-01-21 18:51:00,Facebook,19,Male,Mumbai,Wellness,Afternoon,157,5,57,True,0,0,4
LEAD_1116,Marco Ward,2025-01-21,SmileCare_Promo,Target_Women_25_45,991.31,1238,179,14.46,5.54,2025-01-21 17:42:00,Facebook,63,Other,Delhi,Skin,Evening,17,5,57,True,0,0,4
LEAD_1117,Megan Foster,2025-01-18,HairRevive_Offer,Retarget_OldLeads,179.69,4624,199,4.3,0.9,2025-01-18 21:02:00,Facebook,27,Male,Bangalore,Skin,Afternoon,66,5,83,True,0,0,3
