Lead_ID,Name,Lead_Date,Ad_Campaign_Name,Ad_Set_Name,Ad_Spend,Impressions,Clicks,CTR (%),CPC,Form_Submit_Time,Lead_Source,Age,Gender,Location,Treatment_Interest,Preferred_Slot,Response_Time (mins),No_of_Followups,Engagement_Score,Consent_Status,Appointment_Booked,Appointment_Date,Created_Week
LEAD_1041,Allison Craig,2025-01-08,SmileCare_Promo,Men_30plus,947.32,3238,180,5.56,5.26,2025-01-08 06:36:00,Facebook,29,Male,Bangalore,Wellness,Morning,71,1,72,True,1,2025-01-13 00:00:00,2
LEAD_1042,Brittany Gonzalez,2025-01-14,Wellness_Boost,Men_30plus,135.07,3873,139,3.59,0.97,2025-01-14 17:01:00,Facebook,51,Female,Kolkata,Dental,Morning,39,1,65,True,0,0,3
LEAD_1043,Dustin Smith,2025-01-10,Wellness_Boost,Retarget_OldLeads,206.35,1116,144,12.9,1.43,2025-01-10 21:40:00,Facebook,53,Male,Ranchi,Skin,Morning,118,5,50,True,0,0,2
LEAD_1044,Lance Martinez,2025-01-09,SmileCare_Promo,Men_30plus,826.15,3004,161,5.36,5.13,2025-01-09 00:36:00,Facebook,29,Female,Kolkata,Wellness,Morning,181,3,87,True,1,2025-01-15 00:00:00,2
LEAD_1045,Jessica Mack,2025-01-08,Wellness_Boost,Target_Women_25_45,765.92,4266,22,0.52,34.81,2025-01-08 12:08:00,Facebook,39,Male,Kolkata,Skin,Afternoon,103,1,69,True,0,0,2
LEAD_1046,Jamie Diaz,2025-01-12,HairRevive_Offer,GeneralAudience,450.28,1198,28,2.34,16.08,2025-01-12 11:57:00,Facebook,48,Female,Kolkata,Wellness,Morning,144,5,80,True,1,2025-01-16 00:00:00,2
LEAD_1047,Gregory Ryan,2025-01-15,SmileCare_Promo,Youngsters_Fitness,174.96,4077,120,2.94,1.46,2025-01-15 19:34:00,Facebook,33,Male,Ranchi,Skin,Evening,73,3,51,True,0,0,3
LEAD_1048,Katherine Perez,2025-01-08,HairRevive_Offer,Target_Women_25_45,937.84,1562,118,7.55,7.95,2025-01-08 10:57:00,Facebook,64,Male,Bangalore,Wellness,Evening,190,2,44,True,0,0,2
LEAD_1049,Anthony Davis,2025-01-11,DentalCare_2025,Men_30plus,191.01,1453,154,10.6,1.24,2025-01-11 10:33:00,Facebook,19,Male,Bangalore,Skin,Morning,11,5,79,True,0,0,2
LEAD_1050,Danielle Fuller,2025-01-12,SkinGlow_AdSet,Retarget_OldLeads,987.98,3736,175,4.68,5.65,2025-01-12 03:36:00,Facebook,62,Male,Delhi,Wellness,Morning,113,1,61,True,0,0,2
LEAD_1051,Derrick Weaver,2025-01-11,DentalCare_2025,Men_30plus,737.36,2327,79,3.39,9.33,2025-01-11 00:38:00,Facebook,20,Other,Bangalore,Skin,Evening,23,5,83,True,0,0,2
LEAD_1052,Angela Miller,2025-01-12,SkinGlow_AdSet,GeneralAudience,150.67,1743,135,7.75,1.12,2025-01-12 05:47:00,Facebook,42,Other,Bangalore,Hair,Afternoon,224,5,80,True,0,0,2
LEAD_1053,Mr. Ryan Mendez,2025-01-15,SmileCare_Promo,Youngsters_Fitness,492.7,1428,175,12.25,2.82,2025-01-15 13:34:00,Facebook,38,Male,Mumbai,Wellness,Morning,62,4,84,False,0,0,3
LEAD_1054,Miss Karen Lambert,2025-01-15,HairRevive_Offer,GeneralAudience,598.47,3433,173,5.04,3.46,2025-01-15 23:16:00,Facebook,20,Female,Ranchi,Skin,Afternoon,24,1,57,True,1,2025-01-16 00:00:00,3
LEAD_1055,James Houston,2025-01-15,DentalCare_2025,Retarget_OldLeads,923.73,970,194,20.0,4.76,2025-01-15 11:15:00,Facebook,43,Male,Ranchi,Dental,Evening,78,4,63,True,1,2025-01-19 00:00:00,3
LEAD_1056,Jennifer Henry,2025-01-15,HairRevive_Offer,Men_30plus,625.29,3245,69,2.13,9.06,2025-01-15 15:58:00,Facebook,34,Female,Ranchi,Dental,Afternoon,224,5,80,True,0,0,3
LEAD_1057,Kyle Ortiz,2025-01-08,HairRevive_Offer,Men_30plus,219.87,3008,166,5.52,1.32,2025-01-08 07:29:00,Facebook,27,Female,Bangalore,Hair,Evening,39,5,45,True,0,0,2
LEAD_1058,Joseph Davis,2025-01-15,DentalCare_2025,Target_Women_25_45,248.35,1297,118,9.1,2.1,2025-01-15 02:56:00,Facebook,28,Other,Bangalore,Hair,Evening,37,1,57,False,0,0,3
LEAD_1059,Edwin Whitaker,2025-01-12,SkinGlow_AdSet,Men_30plus,846.25,4658,95,2.04,8.91,2025-01-12 06:24:00,Facebook,38,Female,Ranchi,Skin,Evening,181,5,72,True,0,0,2
LEAD_1060,Paul Klein,2025-01-15,DentalCare_2025,Men_30plus,774.92,2500,104,4.16,7.45,2025-01-15 01:22:00,Facebook,34,Female,Mumbai,Dental,Evening,7,5,62,True,0,0,3
LEAD_1061,Carl Hamilton,2025-01-12,HairRevive_Offer,Men_30plus,347.26,2548,60,2.35,5.79,2025-01-12 04:09:00,Facebook,51,Other,Mumbai,Wellness,Afternoon,8,1,88,True,1,2025-01-14 00:00:00,2
LEAD_1062,Adam Ayers,2025-01-13,SkinGlow_AdSet,Target_Women_25_45,568.15,2665,12,0.45,47.35,2025-01-13 16:29:00,Facebook,47,Other,Kolkata,Hair,Morning,16,1,93,False,0,0,3
LEAD_1063,Peter Allen,2025-01-10,SkinGlow_AdSet,Youngsters_Fitness,220.61,2348,154,6.56,1.43,2025-01-10 01:42:00,Facebook,55,Male,Mumbai,Dental,Evening,51,5,60,True,0,0,2
LEAD_1064,Ms. Megan Lee,2025-01-15,Wellness_Boost,Retarget_OldLeads,672.98,1829,107,5.85,6.29,2025-01-15 16:23:00,Facebook,32,Other,Kolkata,Skin,Morning,83,3,90,True,1,2025-01-21 00:00:00,3
LEAD_1065,Jerry Munoz,2025-01-11,SkinGlow_AdSet,Men_30plus,727.88,3677,60,1.63,12.13,2025-01-11 16:23:00,Facebook,22,Other,Ranchi,Hair,Evening,33,4,49,True,0,0,2
LEAD_1066,Scott Williams,2025-01-09,DentalCare_2025,Men_30plus,670.06,4800,135,2.81,4.96,2025-01-09 23:17:00,Facebook,33,Female,Delhi,Skin,Afternoon,207,3,86,True,1,2025-01-12 00:00:00,2
LEAD_1067,Jasmine Baker,2025-01-15,HairRevive_Offer,Target_Women_25_45,726.85,1399,113,8.08,6.43,2025-01-15 01:00:00,Facebook,36,Female,Delhi,Dental,Evening,29,3,71,True,0,0,3
LEAD_1068,Jerry Salazar,2025-01-12,SkinGlow_AdSet,Youngsters_Fitness,179.83,4400,31,0.7,5.8,2025-01-12 18:21:00,Facebook,43,Other,Kolkata,Dental,Morning,5,5,80,True,0,0,2
LEAD_1069,Amanda Garcia,2025-01-12,SmileCare_Promo,Men_30plus,665.11,2796,56,2.0,11.88,2025-01-12 00:07:00,Facebook,52,Female,Ranchi,Dental,Evening,60,3,87,True,1,2025-01-13 00:00:00,2
LEAD_1070,Joe Henry,2025-01-12,HairRevive_Offer,GeneralAudience,433.42,3266,56,1.71,7.74,2025-01-12 06:04:00,Facebook,43,Other,Delhi,Hair,Morning,218,2,67,True,0,0,2
LEAD_1071,Rachel Wiley,2025-01-13,SkinGlow_AdSet,GeneralAudience,560.51,2146,160,7.46,3.5,2025-01-13 08:04:00,Facebook,45,Male,Kolkata,Dental,Morning,22,2,77,True,1,2025-01-14 00:00:00,3
LEAD_1072,Amy Mccoy,2025-01-09,Wellness_Boost,Youngsters_Fitness,856.64,1562,194,12.42,4.42,2025-01-09 23:37:00,Facebook,20,Female,Delhi,Dental,Morning,90,2,83,True,1,2025-01-10 00:00:00,2
LEAD_1073,Dr. Lucas Miller PhD,2025-01-08,SmileCare_Promo,GeneralAudience,178.23,2656,155,5.84,1.15,2025-01-08 09:54:00,Facebook,59,Female,Mumbai,Skin,Afternoon,115,2,86,True,0,0,2
LEAD_1074,Terri Williams,2025-01-08,HairRevive_Offer,Retarget_OldLeads,909.68,3160,15,0.47,60.65,2025-01-08 23:20:00,Facebook,50,Female,Bangalore,Hair,Morning,68,2,98,True,0,0,2
LEAD_1075,Danielle Chapman,2025-01-12,SkinGlow_AdSet,Youngsters_Fitness,237.57,3209,30,0.93,7.92,2025-01-12 12:38:00,Facebook,20,Male,Bangalore,Hair,Morning,116,4,69,True,1,2025-01-13 00:00:00,2
LEAD_1076,Alyssa Reynolds,2025-01-10,SkinGlow_AdSet,Retarget_OldLeads,727.27,3090,49,1.59,14.84,2025-01-10 00:03:00,Facebook,32,Female,Mumbai,Hair,Afternoon,156,2,59,False,0,0,2
LEAD_1077,Amy Yang,2025-01-13,DentalCare_2025,Retarget_OldLeads,541.67,617,122,19.77,4.44,2025-01-13 17:29:00,Facebook,62,Male,Kolkata,Dental,Afternoon,234,3,96,True,0,0,3
LEAD_1078,Bethany Jenkins,2025-01-11,SkinGlow_AdSet,GeneralAudience,482.89,1641,77,4.69,6.27,2025-01-11 10:53:00,Facebook,55,Male,Bangalore,Dental,Afternoon,229,4,88,True,0,0,2
LEAD_1079,Alicia Ramirez,2025-01-12,Wellness_Boost,Target_Women_25_45,938.81,2417,148,6.12,6.34,2025-01-12 04:20:00,Facebook,40,Other,Mumbai,Hair,Evening,81,3,42,True,1,2025-01-14 00:00:00,2
LEAD_1080,Wesley Mcdonald,2025-01-09,SkinGlow_AdSet,Youngsters_Fitness,390.12,2719,139,5.11,2.81,2025-01-09 15:10:00,Facebook,41,Other,Mumbai,Wellness,Afternoon,134,4,40,True,1,2025-01-10 00:00:00,2
LEAD_1081,John Swanson,2025-01-13,Wellness_Boost,Youngsters_Fitness,413.98,2538,172,6.78,2.41,2025-01-13 05:33:00,Facebook,28,Other,Delhi,Dental,Afternoon,53,5,99,False,0,0,3
LEAD_1082,Danny Moss,2025-01-08,Wellness_Boost,Men_30plus,933.8,3135,44,1.4,21.22,2025-01-08 04:29:00,Facebook,47,Other,Bangalore,Hair,Afternoon,68,4,68,True,0,0,2
LEAD_1083,Dawn Garcia,2025-01-10,DentalCare_2025,Target_Women_25_45,670.38,3398,132,3.88,5.08,2025-01-10 04:55:00,Facebook,25,Female,Mumbai,Dental,Afternoon,66,4,64,True,0,0,2
LEAD_1084,Alexander Hall,2025-01-14,DentalCare_2025,Retarget_OldLeads,516.41,4097,41,1.0,12.6,2025-01-14 02:24:00,Facebook,50,Other,Mumbai,Wellness,Afternoon,170,1,62,True,0,0,3
LEAD_1085,Kimberly Bryan,2025-01-14,Wellness_Boost,Men_30plus,915.82,4533,62,1.37,14.77,2025-01-14 09:13:00,Facebook,32,Other,Kolkata,Dental,Evening,183,3,45,True,0,0,3
LEAD_1086,Christine Reed,2025-01-14,SkinGlow_AdSet,Youngsters_Fitness,809.74,2535,164,6.47,4.94,2025-01-14 04:48:00,Facebook,21,Other,Bangalore,Hair,Morning,42,1,72,True,0,0,3
LEAD_1087,Joe Sheppard,2025-01-13,SmileCare_Promo,Youngsters_Fitness,544.58,2357,19,0.81,28.66,2025-01-13 03:35:00,Facebook,32,Male,Delhi,Dental,Morning,78,1,93,True,1,2025-01-17 00:00:00,3
LEAD_1088,Susan Clark,2025-01-12,SkinGlow_AdSet,Men_30plus,537.72,4219,14,0.33,38.41,2025-01-12 12:34:00,Facebook,53,Female,Bangalore,Skin,Afternoon,72,4,84,True,0,0,2
LEAD_1089,Deanna Reed,2025-01-11,Wellness_Boost,Retarget_OldLeads,639.13,1293,52,4.02,12.29,2025-01-11 05:01:00,Facebook,60,Male,Kolkata,Wellness,Afternoon,152,3,49,True,1,2025-01-13 00:00:00,2
LEAD_1090,Robert Olson,2025-01-11,SmileCare_Promo,Men_30plus,225.2,2765,150,5.42,1.5,2025-01-11 16:43:00,Facebook,53,Other,Ranchi,Skin,Afternoon,214,1,72,True,0,0,2
LEAD_1091,Cameron Vega,2025-01-15,SmileCare_Promo,Men_30plus,736.51,3435,46,1.34,16.01,2025-01-15 17:32:00,Facebook,31,Other,Bangalore,Wellness,Morning,110,1,67,True,1,2025-01-18 00:00:00,3
LEAD_1092,Jesse Nelson,2025-01-15,DentalCare_2025,Men_30plus,505.76,3868,20,0.52,25.29,2025-01-15 17:04:00,Facebook,57,Male,Kolkata,Dental,Afternoon,50,5,60,True,1,2025-01-16 00:00:00,3
LEAD_1093,Lindsay Simon,2025-01-14,DentalCare_2025,Retarget_OldLeads,149.29,3208,184,5.74,0.81,2025-01-14 09:34:00,Facebook,42,Other,Mumbai,Wellness,Evening,141,2,91,True,0,0,3
LEAD_1094,Hailey Anderson,2025-01-09,DentalCare_2025,GeneralAudience,411.71,2622,47,1.79,8.76,2025-01-09 15:54:00,Facebook,61,Other,Kolkata,Dental,Evening,214,3,73,True,0,0,2
LEAD_1095,Kelli Rose,2025-01-10,Wellness_Boost,GeneralAudience,619.87,1705,161,9.44,3.85,2025-01-10 16:42:00,Facebook,39,Female,Delhi,Hair,Evening,184,5,63,True,0,0,2
LEAD_1096,Rebecca Koch,2025-01-09,Wellness_Boost,Men_30plus,697.18,2703,123,4.55,5.67,2025-01-09 05:41:00,Facebook,45,Female,Kolkata,Skin,Evening,203,1,59,True,0,0,2
LEAD_1097,Eric Lloyd,2025-01-14,HairRevive_Offer,Men_30plus,551.98,2224,113,5.08,4.88,2025-01-14 22:21:00,Facebook,49,Female,Mumbai,Hair,Evening,5,5,69,True,1,2025-01-17 00:00:00,3
LEAD_1098,Nathan Watkins,2025-01-13,SkinGlow_AdSet,Men_30plus,132.89,2832,58,2.05,2.29,2025-01-13 16:49:00,Facebook,19,Male,Delhi,Wellness,Evening,34,3,57,True,0,0,3
LEAD_1099,Mary Castaneda,2025-01-13,SmileCare_Promo,Men_30plus,788.82,2661,175,6.58,4.51,2025-01-13 13:19:00,Facebook,27,Male,Kolkata,Wellness,Afternoon,136,1,47,True,0,0,3
LEAD_1100,Jennifer Ochoa,2025-01-09,DentalCare_2025,GeneralAudience,467.86,2401,171,7.12,2.74,2025-01-09 13:52:00,Facebook,20,Female,Ranchi,Dental,Afternoon,91,4,71,True,0,0,2
LEAD_1101,Diana Weiss,2025-01-15,Wellness_Boost,Retarget_OldLeads,193.7,2990,81,2.71,2.39,2025-01-15 01:35:00,Facebook,41,Other,Ranchi,Wellness,Afternoon,233,3,90,True,1,2025-01-17 00:00:00,3
LEAD_1102,Joseph Espinoza,2025-01-13,SkinGlow_AdSet,Youngsters_Fitness,826.17,1811,129,7.12,6.4,2025-01-13 00:06:00,Facebook,27,Female,Kolkata,Wellness,Evening,148,4,91,True,1,2025-01-15 00:00:00,3
LEAD_1103,Patricia Hunter,2025-01-14,DentalCare_2025,Retarget_OldLeads,123.88,2698,94,3.48,1.32,2025-01-14 13:34:00,Facebook,22,Male,Kolkata,Dental,Afternoon,129,3,75,True,0,0,3
LEAD_1104,Brandi Richardson,2025-01-11,Wellness_Boost,GeneralAudience,426.75,4094,139,3.4,3.07,2025-01-11 15:04:00,Facebook,51,Male,Kolkata,Hair,Evening,123,4,59,True,0,0,2
LEAD_1105,April Taylor,2025-01-12,Wellness_Boost,Men_30plus,801.78,4077,95,2.33,8.44,2025-01-12 02:07:00,Facebook,49,Female,Delhi,Skin,Afternoon,85,2,69,True,0,0,2
LEAD_1106,Madison Castaneda,2025-01-08,DentalCare_2025,Retarget_OldLeads,561.21,4453,124,2.78,4.53,2025-01-08 20:58:00,Facebook,63,Other,Ranchi,Skin,Evening,13,2,84,True,1,2025-01-14 00:00:00,2
LEAD_1107,Robin Rodgers,2025-01-11,Wellness_Boost,Men_30plus,254.51,941,38,4.04,6.7,2025-01-11 00:41:00,Facebook,53,Female,Delhi,Skin,Afternoon,219,5,50,True,0,0,2
LEAD_1108,Mary Hayes,2025-01-08,Wellness_Boost,Youngsters_Fitness,464.72,2581,26,1.01,17.87,2025-01-08 00:26:00,Facebook,48,Male,Kolkata,Hair,Afternoon,234,2,51,True,1,2025-01-13 00:00:00,2
LEAD_1109,Ryan Lee,2025-01-13,Wellness_Boost,Youngsters_Fitness,640.47,4763,107,2.25,5.99,2025-01-13 11:41:00,Facebook,63,Female,Mumbai,Skin,Afternoon,57,2,84,True,0,0,3
LEAD_1110,Christopher Pacheco,2025-01-15,SkinGlow_AdSet,Retarget_OldLeads,764.23,4725,63,1.33,12.13,2025-01-15 21:59:00,Facebook,28,Male,Mumbai,Dental,Evening,55,5,75,True,1,2025-01-18 00:00:00,3
LEAD_1111,Ariana Ashley,2025-01-15,SkinGlow_AdSet,Target_Women_25_45,367.41,1636,196,11.98,1.87,2025-01-15 01:08:00,Facebook,50,Male,Delhi,Dental,Morning,231,2,94,True,0,0,3
LEAD_1112,Nathan Mullen,2025-01-09,DentalCare_2025,Men_30plus,245.81,1250,157,12.56,1.57,2025-01-09 01:12:00,Facebook,26,Male,Delhi,Wellness,Evening,239,1,98,True,1,2025-01-11 00:00:00,2
LEAD_1113,Brandon Russell,2025-01-15,SkinGlow_AdSet,Retarget_OldLeads,719.56,1740,70,4.02,10.28,2025-01-15 02:51:00,Facebook,47,Male,Kolkata,Hair,Afternoon,46,1,78,True,1,2025-01-19 00:00:00,3
LEAD_1114,James Cortez,2025-01-13,SmileCare_Promo,Retarget_OldLeads,182.42,2822,110,3.9,1.66,2025-01-13 00:11:00,Facebook,33,Other,Ranchi,Dental,Afternoon,53,5,56,False,0,0,3
LEAD_1115,Terry Hall,2025-01-15,SkinGlow_AdSet,Retarget_OldLeads,675.05,838,17,2.03,39.71,2025-01-15 07:45:00,Facebook,42,Male,Mumbai,Wellness,Afternoon,85,5,93,True,0,0,3
LEAD_1116,Amber Skinner,2025-01-11,SmileCare_Promo,Target_Women_25_45,988.9,4226,68,1.61,14.54,2025-01-11 06:40:00,Facebook,40,Other,Delhi,Skin,Evening,113,2,86,True,0,0,2
LEAD_1117,Brittany Harris MD,2025-01-09,HairRevive_Offer,Retarget_OldLeads,130.55,3657,144,3.94,0.91,2025-01-09 12:06:00,Facebook,46,Male,Bangalore,Skin,Afternoon,121,1,90,True,0,0,2
